Record_ID,Location_ID,State_Code,State,District,Taluk,Agro_Climatic_Zone,Year,Month_No,Month,Season,Crop,Crop_Category,Pest,Crop_Stage,Temperature_C,Humidity_Pct,Rainfall_7d_mm,Rainfall_30d_mm,Wind_kmh,Soil_Moisture_Pct,Days_Since_Rain,NDVI,Previous_Pest_Incidence_Pct,Nearby_Outbreak_Flag,Recent_Pesticide_Flag,Irrigation_Type,Risk_Score,Risk_Level,Confidence_Pct,Recommended_Action,Dataset_Split,Synthetic_Record,Source_Basis
AGR-016895,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,3,Mar,Summer/Zaid,Rice,Cereal,Gall Midge,Vegetative,30.3,69.3,9.6,29.6,3.0,36.1,10,0.523,50.2,0,1,Borewell,47.0,Medium,80.0,Routine scouting; maintain field sanitation and preventive IPM,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016896,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,6,Jun,Kharif/Monsoon,Rice,Cereal,Gall Midge,Flowering,26.8,74.4,20.0,109.2,11.5,42.9,2,0.649,64.2,0,1,Sprinkler,57.9,Medium,78.1,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016897,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,7,Jul,Kharif/Monsoon,Tomato,Vegetable,Whitefly,Fruiting/Grain Filling,26.2,80.7,29.2,174.1,4.5,57.4,2,0.639,56.1,1,1,Sprinkler,51.5,Medium,73.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016898,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,10,Oct,Post-Monsoon,Tomato,Vegetable,Whitefly,Maturity,28.8,66.6,15.3,68.6,7.9,35.2,2,0.538,72.4,1,1,Canal,80.2,High,78.9,Immediate field scouting; deploy IPM controls; notify local extension support,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016899,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,12,Dec,Rabi/Winter,Tomato,Vegetable,Whitefly,Seedling,25.3,67.1,3.0,16.8,2.3,35.2,13,0.606,49.2,0,0,Canal,57.9,Medium,77.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016900,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,2,Feb,Rabi/Winter,Tomato,Vegetable,Whitefly,Vegetative,28.3,64.8,4.3,20.9,3.1,40.1,4,0.601,59.0,0,0,Borewell,66.5,Medium,76.1,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016901,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,5,May,Pre-Monsoon,Tomato,Vegetable,Whitefly,Flowering,28.8,76.6,33.5,131.5,10.0,59.1,1,0.63,67.0,0,0,Rainfed,64.8,Medium,79.0,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016902,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,8,Aug,Kharif/Monsoon,Tomato,Vegetable,Whitefly,Fruiting/Grain Filling,24.6,79.5,44.9,154.0,11.1,60.8,0,0.618,41.6,0,0,Canal,43.9,Low,72.8,Routine scouting; maintain field sanitation and preventive IPM,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016903,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,9,Sep,Kharif/Monsoon,Sugarcane,Sugar crop,Early Shoot Borer,Maturity,28.3,67.7,34.1,123.1,6.5,53.0,1,0.599,56.1,1,0,Drip,82.1,High,79.4,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016904,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,10,Oct,Post-Monsoon,Sugarcane,Sugar crop,Early Shoot Borer,Seedling,27.8,63.2,24.9,80.1,1.5,47.0,3,0.634,72.0,1,1,Mixed,76.9,High,81.0,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016905,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,2,Feb,Rabi/Winter,Sugarcane,Sugar crop,Early Shoot Borer,Vegetative,26.7,66.2,3.4,13.3,9.5,37.9,4,0.527,62.1,1,1,Mixed,65.6,Medium,72.8,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016906,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,5,May,Pre-Monsoon,Sugarcane,Sugar crop,Early Shoot Borer,Flowering,30.5,67.1,36.4,102.0,8.1,50.1,0,0.592,73.7,0,1,Canal,58.6,Medium,78.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016907,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,8,Aug,Kharif/Monsoon,Sugarcane,Sugar crop,Early Shoot Borer,Fruiting/Grain Filling,27.4,65.3,45.4,123.2,9.4,40.0,0,0.535,71.9,1,0,Rainfed,81.8,High,83.7,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016908,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,12,Dec,Rabi/Winter,Sugarcane,Sugar crop,Early Shoot Borer,Maturity,27.4,66.2,5.7,19.6,8.7,35.0,12,0.592,69.2,0,0,Canal,65.0,Medium,76.2,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016909,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,11,Nov,Rabi/Winter,Cotton,Fiber,Pink Bollworm,Seedling,25.4,68.9,13.8,36.4,7.0,40.6,1,0.651,71.1,0,0,Rainfed,64.7,Medium,73.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016910,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,1,Jan,Rabi/Winter,Cotton,Fiber,Pink Bollworm,Vegetative,27.0,57.4,1.9,14.0,3.0,31.1,6,0.47,65.3,1,1,Mixed,64.1,Medium,75.0,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016911,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,5,May,Pre-Monsoon,Cotton,Fiber,Pink Bollworm,Flowering,29.0,66.2,37.3,102.5,10.6,47.7,0,0.613,61.7,0,0,Borewell,64.3,Medium,78.2,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016912,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,6,Jun,Kharif/Monsoon,Cotton,Fiber,Pink Bollworm,Fruiting/Grain Filling,28.0,71.7,23.3,106.8,12.3,48.6,1,0.607,55.0,0,1,Canal,67.5,Medium,76.2,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016913,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,9,Sep,Kharif/Monsoon,Cotton,Fiber,Pink Bollworm,Maturity,28.2,68.9,28.8,107.1,9.4,48.7,2,0.532,74.1,0,1,Sprinkler,62.9,Medium,79.0,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016914,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,2,Feb,Rabi/Winter,Cotton,Fiber,Pink Bollworm,Seedling,25.0,65.1,5.9,20.7,4.9,27.9,7,0.445,71.9,0,0,Mixed,65.8,Medium,75.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016915,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,11,Nov,Rabi/Winter,Okra,Vegetable,Whitefly,Vegetative,25.8,57.5,9.4,30.1,5.1,33.0,8,0.548,59.0,1,0,Sprinkler,74.1,Medium,74.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016916,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,3,Mar,Summer/Zaid,Okra,Vegetable,Whitefly,Flowering,28.3,61.7,7.3,21.1,8.1,33.6,12,0.605,69.1,1,0,Rainfed,81.6,High,85.3,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016917,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,7,Jul,Kharif/Monsoon,Okra,Vegetable,Whitefly,Fruiting/Grain Filling,24.6,66.0,41.7,124.6,8.0,38.8,0,0.568,54.7,1,1,Borewell,67.1,Medium,79.7,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016918,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,9,Sep,Kharif/Monsoon,Okra,Vegetable,Whitefly,Maturity,27.2,73.9,40.0,130.6,6.1,48.5,0,0.672,63.2,1,1,Sprinkler,62.8,Medium,76.0,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016919,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,1,Jan,Rabi/Winter,Okra,Vegetable,Whitefly,Seedling,25.0,57.4,3.3,9.3,4.0,21.6,10,0.444,58.6,1,0,Sprinkler,63.6,Medium,75.2,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016920,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,4,Apr,Summer/Zaid,Okra,Vegetable,Whitefly,Vegetative,31.4,72.0,14.4,86.7,9.4,47.7,1,0.657,49.5,1,0,Rainfed,77.0,High,83.3,Immediate field scouting; deploy IPM controls; notify local extension support,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016921,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,2,Feb,Rabi/Winter,Sorghum,Cereal,Stem Borer,Flowering,28.3,66.6,2.2,15.2,10.1,25.9,8,0.464,56.0,0,1,Borewell,57.6,Medium,73.8,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016922,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,6,Jun,Kharif/Monsoon,Sorghum,Cereal,Stem Borer,Fruiting/Grain Filling,28.1,80.0,26.9,159.5,16.2,50.5,2,0.599,65.7,1,1,Sprinkler,72.6,Medium,80.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016923,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,9,Sep,Kharif/Monsoon,Sorghum,Cereal,Stem Borer,Maturity,28.5,76.7,30.9,112.7,7.3,42.9,1,0.624,70.6,0,0,Mixed,78.5,High,81.8,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016924,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,12,Dec,Rabi/Winter,Sorghum,Cereal,Stem Borer,Seedling,25.9,58.1,6.3,21.7,2.3,28.5,8,0.51,54.9,0,0,Mixed,55.7,Medium,81.0,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016925,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,1,Jan,Rabi/Winter,Sorghum,Cereal,Stem Borer,Vegetative,25.8,61.8,3.1,19.3,4.0,23.9,7,0.574,50.7,0,0,Mixed,66.5,Medium,82.5,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016926,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,5,May,Pre-Monsoon,Sorghum,Cereal,Stem Borer,Flowering,28.7,62.1,8.5,70.4,2.9,44.9,6,0.533,60.0,0,0,Mixed,74.4,Medium,81.7,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016927,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,4,Apr,Summer/Zaid,Chilli,Spice/Vegetable,Mite,Fruiting/Grain Filling,31.5,60.4,23.2,64.5,6.8,32.9,3,0.575,63.8,0,1,Sprinkler,65.1,Medium,72.2,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016928,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,6,Jun,Kharif/Monsoon,Chilli,Spice/Vegetable,Mite,Maturity,25.2,74.9,45.2,124.4,5.9,42.5,0,0.566,64.5,1,0,Rainfed,59.9,Medium,82.7,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016929,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,10,Oct,Post-Monsoon,Chilli,Spice/Vegetable,Mite,Seedling,26.3,63.8,37.6,109.4,6.7,38.3,0,0.553,51.0,0,0,Rainfed,66.3,Medium,72.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016930,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,12,Dec,Rabi/Winter,Chilli,Spice/Vegetable,Mite,Vegetative,25.2,69.3,4.1,23.3,6.8,33.0,6,0.484,57.7,0,1,Drip,53.6,Medium,78.1,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016931,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,5,May,Pre-Monsoon,Chilli,Spice/Vegetable,Mite,Flowering,29.7,71.1,9.7,68.1,5.5,48.4,8,0.644,53.5,0,0,Canal,66.7,Medium,75.9,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016932,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,6,Jun,Kharif/Monsoon,Chilli,Spice/Vegetable,Mite,Fruiting/Grain Filling,26.6,72.7,31.0,104.0,10.1,41.5,1,0.623,58.7,1,1,Drip,63.5,Medium,75.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016933,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,7,Jul,Kharif/Monsoon,Sugarcane,Sugar crop,Internode Borer,Maturity,24.6,80.3,34.1,210.7,11.3,64.6,2,0.687,62.1,1,0,Drip,79.4,High,75.7,Immediate field scouting; deploy IPM controls; notify local extension support,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016934,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,10,Oct,Post-Monsoon,Sugarcane,Sugar crop,Internode Borer,Seedling,26.6,62.7,17.5,57.3,2.0,41.8,1,0.573,68.2,1,0,Borewell,74.0,Medium,80.0,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016935,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,12,Dec,Rabi/Winter,Sugarcane,Sugar crop,Internode Borer,Vegetative,27.2,64.2,5.6,23.0,7.0,39.4,5,0.589,73.4,1,0,Borewell,77.1,High,75.9,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016936,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,2,Feb,Rabi/Winter,Sugarcane,Sugar crop,Internode Borer,Flowering,27.9,59.9,4.2,15.9,11.2,36.9,12,0.598,63.8,0,0,Rainfed,71.6,Medium,82.5,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016937,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,5,May,Pre-Monsoon,Sugarcane,Sugar crop,Internode Borer,Fruiting/Grain Filling,27.1,67.6,16.7,121.0,7.4,47.0,2,0.552,62.9,1,0,Mixed,84.5,High,78.6,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016938,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,10,Oct,Post-Monsoon,Sugarcane,Sugar crop,Internode Borer,Maturity,25.7,65.1,7.1,58.8,4.1,43.2,12,0.533,68.4,0,0,Canal,68.0,Medium,72.9,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016939,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,7,Jul,Kharif/Monsoon,Rice,Cereal,Leaf Folder,Seedling,24.7,75.4,31.2,175.9,6.3,51.4,1,0.548,68.4,1,1,Sprinkler,68.2,Medium,76.4,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016940,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,11,Nov,Rabi/Winter,Rice,Cereal,Leaf Folder,Vegetative,25.4,69.3,12.7,46.4,3.7,32.7,2,0.519,52.7,0,0,Drip,55.0,Medium,76.5,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016941,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,3,Mar,Summer/Zaid,Rice,Cereal,Leaf Folder,Flowering,30.8,65.3,9.3,41.3,4.3,40.8,7,0.546,47.3,1,1,Borewell,57.5,Medium,73.7,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016942,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,5,May,Pre-Monsoon,Rice,Cereal,Leaf Folder,Fruiting/Grain Filling,29.0,66.6,19.7,56.7,3.2,33.1,1,0.51,47.2,1,0,Canal,66.7,Medium,82.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016943,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,9,Sep,Kharif/Monsoon,Rice,Cereal,Leaf Folder,Maturity,28.6,71.8,21.2,58.8,4.4,42.6,1,0.623,51.4,1,0,Sprinkler,71.2,Medium,79.5,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016944,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,12,Dec,Rabi/Winter,Rice,Cereal,Leaf Folder,Seedling,25.3,67.2,5.1,20.0,6.6,32.4,8,0.462,55.6,1,0,Borewell,63.6,Medium,74.9,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016945,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,11,Nov,Rabi/Winter,Cotton,Fiber,Whitefly,Vegetative,28.4,60.8,9.6,25.6,3.9,30.2,5,0.564,77.3,0,1,Mixed,63.8,Medium,74.8,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016946,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,1,Jan,Rabi/Winter,Cotton,Fiber,Whitefly,Flowering,24.7,67.4,3.4,19.0,5.6,31.7,7,0.519,65.9,0,0,Mixed,56.7,Medium,77.8,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016947,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,3,Mar,Summer/Zaid,Cotton,Fiber,Whitefly,Fruiting/Grain Filling,27.6,58.7,11.9,42.1,8.9,28.0,2,0.59,71.7,1,1,Mixed,79.5,High,73.6,Immediate field scouting; deploy IPM controls; notify local extension support,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016948,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,7,Jul,Kharif/Monsoon,Cotton,Fiber,Whitefly,Maturity,25.5,74.1,40.2,165.4,8.9,58.3,0,0.623,48.5,0,0,Rainfed,47.7,Medium,74.4,Routine scouting; maintain field sanitation and preventive IPM,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016949,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,11,Nov,Rabi/Winter,Cotton,Fiber,Whitefly,Seedling,27.9,61.3,12.8,48.4,5.7,38.2,1,0.626,56.6,1,0,Borewell,76.9,High,73.5,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016950,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,2,Feb,Rabi/Winter,Cotton,Fiber,Whitefly,Vegetative,27.9,56.2,2.1,9.2,9.5,25.3,13,0.462,64.6,1,1,Sprinkler,68.0,Medium,83.7,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016951,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,12,Dec,Rabi/Winter,Pigeonpea,Pulse,Pod Fly,Flowering,24.7,67.8,4.2,25.9,6.8,41.8,4,0.592,71.2,1,0,Borewell,77.3,High,77.1,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016952,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,4,Apr,Summer/Zaid,Pigeonpea,Pulse,Pod Fly,Fruiting/Grain Filling,28.8,67.2,8.5,58.0,4.3,32.2,9,0.533,57.1,0,1,Canal,63.7,Medium,83.1,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016953,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,7,Jul,Kharif/Monsoon,Pigeonpea,Pulse,Pod Fly,Maturity,24.9,64.1,19.4,104.5,3.4,40.8,3,0.557,59.3,1,1,Mixed,75.3,High,82.2,Immediate field scouting; deploy IPM controls; notify local extension support,Test,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016954,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,8,Aug,Kharif/Monsoon,Pigeonpea,Pulse,Pod Fly,Seedling,24.9,79.1,64.8,170.6,9.6,57.2,0,0.59,63.2,0,0,Sprinkler,71.9,Medium,84.6,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016955,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,11,Nov,Rabi/Winter,Pigeonpea,Pulse,Pod Fly,Vegetative,25.1,60.0,13.4,40.6,9.1,40.0,2,0.621,49.5,1,0,Borewell,68.7,Medium,75.3,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016956,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,2,Feb,Rabi/Winter,Pigeonpea,Pulse,Pod Fly,Flowering,25.1,67.4,2.0,9.6,4.7,36.7,9,0.534,58.6,1,0,Canal,81.1,High,77.9,Immediate field scouting; deploy IPM controls; notify local extension support,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016957,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,1,Jan,Rabi/Winter,Rice,Cereal,Yellow Stem Borer,Fruiting/Grain Filling,24.9,61.2,5.3,20.7,3.9,30.6,8,0.612,58.8,1,1,Canal,58.2,Medium,72.9,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016958,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,6,Jun,Kharif/Monsoon,Rice,Cereal,Yellow Stem Borer,Maturity,27.3,75.2,22.5,150.4,5.6,50.6,3,0.623,71.7,1,0,Borewell,83.5,High,78.3,Immediate field scouting; deploy IPM controls; notify local extension support,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016959,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2025,9,Sep,Kharif/Monsoon,Rice,Cereal,Yellow Stem Borer,Seedling,28.5,69.1,19.1,137.2,5.5,43.8,3,0.566,57.6,1,1,Mixed,75.9,High,78.6,Immediate field scouting; deploy IPM controls; notify local extension support,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016960,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2023,10,Oct,Post-Monsoon,Rice,Cereal,Yellow Stem Borer,Vegetative,28.7,74.1,18.6,85.2,8.1,42.2,1,0.587,63.4,0,0,Sprinkler,79.2,High,74.9,Immediate field scouting; deploy IPM controls; notify local extension support,Validation,Yes,Synthetic ML-development record constrained by official crop/pest references
AGR-016961,KA_D16_T06,KA,Karnataka,Haveri,Hirekerur,Interior Irrigated,2024,2,Feb,Rabi/Winter,Rice,Cereal,Yellow Stem Borer,Flowering,26.7,58.7,3.1,15.6,4.6,29.8,10,0.591,53.5,0,0,Sprinkler,60.3,Medium,72.1,Increase scouting frequency; use traps/biocontrol where suitable; review IPM threshold,Train,Yes,Synthetic ML-development record constrained by official crop/pest references
